#CYaaS and Get Compliance-Ready with Office 365;https://medius.studios.ms/video/asset/HIGHMP4/IG19-THR3150;Azure Identity, Azure, Azure Integration, Azure Blockchain, Azure Developer Tools, Azure Compute, Azure AI + Machine Learning, Azure Media, Azure Analytics, Azure Databases, Azure DevOps , Azure Internet of Things, Azure Management and Governance, Azure Containers, Azure Mixed Reality, Azure Mobile, Azure Microsoft Azure Stack, Azure Storage, Azure Security, Azure Web, Azure Migration, Azure Networking;https://myignite.techcommunity.microsoft.com/sessions/85236;Partner Led Session;https://medius.studios.ms/video/asset/PPT/IG19-THR3150
A day in the life of a Microsoft Teams admin (Repeat);;Microsoft 365 Applications, Microsoft 365, Microsoft 365 Files and Content, Microsoft 365 Meetings and Voice;https://myignite.techcommunity.microsoft.com/sessions/84148;Hands-on Lab;
A day in the life of a Microsoft Teams admin (Repeat);;Microsoft 365 Applications, Microsoft 365, Microsoft 365 Files and Content, Microsoft 365 Meetings and Voice;https://myignite.techcommunity.microsoft.com/sessions/84146;Hands-on Lab;
A day in the life of a Microsoft Teams admin (Repeat);;Microsoft 365 Applications, Microsoft 365, Microsoft 365 Files and Content, Microsoft 365 Meetings and Voice;https://myignite.techcommunity.microsoft.com/sessions/84147;Hands-on Lab;
A deep dive into managing Microsoft Teams;;Microsoft 365 Meetings and Voice, Microsoft 365;https://myignite.techcommunity.microsoft.com/sessions/83763;Session;
A deep-dive into conversational AI using Azure Bot Service and Cognitive Services;https://medius.studios.ms/video/asset/HIGHMP4/IG19-BRK4001;Azure AI + Machine Learning, Azure;https://myignite.techcommunity.microsoft.com/sessions/81066;Session;
A developer's guide to Azure Cosmos DB, from onboarding to going live in production;https://medius.studios.ms/video/asset/HIGHMP4/IG19-BRK3017;Azure Databases, Azure;https://myignite.techcommunity.microsoft.com/sessions/81002;Customer Showcase;https://medius.studios.ms/video/asset/PPT/IG19-BRK3017
A discussion of DevOps culture, people, and processes;;;https://myignite.techcommunity.microsoft.com/sessions/87312;Panel Discussion;
A look at what’s new in Windows 10 Pro and modern devices;https://medius.studios.ms/video/asset/HIGHMP4/IG19-BRK1013;Microsoft 365 Device and Application Management, Microsoft 365, Microsoft 365 Identity and Access Management, Microsoft 365 Information Protection, Microsoft 365 Security Management, Microsoft 365 Threat Protection, Microsoft 365 Operating System ;https://myignite.techcommunity.microsoft.com/sessions/81317;Session;https://medius.studios.ms/video/asset/PPT/IG19-BRK1013
A mobile secure workplace for lawyers and other persons with confidential information;https://medius.studios.ms/video/asset/HIGHMP4/IG19-THR3059;Microsoft 365 Advanced Compliance, Microsoft 365, Microsoft 365 Information Protection;https://myignite.techcommunity.microsoft.com/sessions/80351;;
A new way to manage your inbox;https://medius.studios.ms/video/asset/HIGHMP4/IG19-THR2025;;https://myignite.techcommunity.microsoft.com/sessions/81433;;https://medius.studios.ms/video/asset/PPT/IG19-THR2025
A question of which tool, when? Setting users up for success with Microsoft 365;;Microsoft 365 Applications, Microsoft 365;https://myignite.techcommunity.microsoft.com/sessions/85196;Hands-on Session;
A quick introduction: Learn how Microsoft Threat Protection protects at the source and coordinates defenses across your environment;https://medius.studios.ms/video/asset/HIGHMP4/IG19-THR2199;Microsoft 365 Threat Protection, Microsoft 365;https://myignite.techcommunity.microsoft.com/sessions/79730;Session;https://medius.studios.ms/video/asset/PPT/IG19-THR2199
A Quickstart for Terraform in Azure;https://medius.studios.ms/video/asset/HIGHMP4/IG19-BRK2377;Azure Integration, Azure;https://myignite.techcommunity.microsoft.com/sessions/87565;Session;
A real-world look at Windows Virtual Desktop, the best virtualization experience, delivered on Azure;https://medius.studios.ms/video/asset/HIGHMP4/IG19-BRK2145;Azure Compute, Azure;https://myignite.techcommunity.microsoft.com/sessions/81955;Session;https://medius.studios.ms/video/asset/PPT/IG19-BRK2145
A real-world smart city: How Richmond VA is transforming citizen services;https://medius.studios.ms/video/asset/HIGHMP4/IG19-THR1004;Azure Web, Azure, Azure Internet of Things;https://myignite.techcommunity.microsoft.com/sessions/80465;;https://medius.studios.ms/video/asset/PPT/IG19-THR1004
A reference architecture for Windows Virtual Desktop printing;https://medius.studios.ms/video/asset/HIGHMP4/IG19-THR3160;Azure Migration, Azure, Azure Management and Governance, Azure Integration, Microsoft 365 Applications, Microsoft 365, Azure Compute;https://myignite.techcommunity.microsoft.com/sessions/87318;Partner Led Session;
A Vault for your CI/CD Pipeline;https://medius.studios.ms/video/asset/HIGHMP4/IG19-BRK2376;Azure Integration, Azure;https://myignite.techcommunity.microsoft.com/sessions/87564;Session;
A world without passwords;https://medius.studios.ms/video/asset/HIGHMP4/IG19-THR2237;Azure Identity, Azure, Microsoft 365 Identity and Access Management, Microsoft 365;https://myignite.techcommunity.microsoft.com/sessions/84565;Session;https://medius.studios.ms/video/asset/PPT/IG19-THR2237
A world without passwords (Repeat);https://medius.studios.ms/video/asset/HIGHMP4/IG19-THR2237R;Azure Identity, Azure, Microsoft 365 Identity and Access Management, Microsoft 365;https://myignite.techcommunity.microsoft.com/sessions/90479;Session;https://medius.studios.ms/video/asset/PPT/IG19-THR2237R
A year of learning with Microsoft Learn;https://medius.studios.ms/video/asset/HIGHMP4/IG19-MLS1006;Not Product Specific;https://myignite.techcommunity.microsoft.com/sessions/89292;Interview;
Accelerate app validation against pre-release Windows builds with Update Staging Lab;https://medius.studios.ms/video/asset/HIGHMP4/IG19-THR3025;;https://myignite.techcommunity.microsoft.com/sessions/81664;;https://medius.studios.ms/video/asset/PPT/IG19-THR3025
Accelerate cloud migration and innovation: How to quickly deploy existing data and software to the cloud;https://medius.studios.ms/video/asset/HIGHMP4/IG19-THR2368;;https://myignite.techcommunity.microsoft.com/sessions/87367;Session;
Accelerate SAP S/4HANA deployment with Microsoft Azure;https://medius.studios.ms/video/asset/HIGHMP4/IG19-THR2149;Azure Compute, Azure;https://myignite.techcommunity.microsoft.com/sessions/83954;Session;https://medius.studios.ms/video/asset/PPT/IG19-THR2149
Accelerate the value of your infrastructure investments;https://medius.studios.ms/video/asset/HIGHMP4/IG19-MLS1009;Azure Azure General, Azure;https://myignite.techcommunity.microsoft.com/sessions/89295;Interview;
Accelerate your Azure migration with landing zone blueprints;;;https://myignite.techcommunity.microsoft.com/sessions/85214;Panel Discussion;
Accelerate your Azure migration with landing zone blueprints (Repeat);;;https://myignite.techcommunity.microsoft.com/sessions/87392;Panel Discussion;
Accelerate your digital transformation journey with Microsoft Cloud Adoption Framework for Azure;https://medius.studios.ms/video/asset/HIGHMP4/IG19-BRK2199;;https://myignite.techcommunity.microsoft.com/sessions/84281;Session;
Accelerate your RDS and VDI migration to Windows Virtual Desktop;https://medius.studios.ms/video/asset/HIGHMP4/IG19-BRK3183;Azure Compute, Azure;https://myignite.techcommunity.microsoft.com/sessions/81954;Session;
Accelerate your success with Dynamics 365 Customer Insights;https://medius.studios.ms/video/asset/HIGHMP4/IG19-BRK3240;Dynamics 365 Retail and Commerce, Dynamics 365, Dynamics 365 Customer Engagement, Dynamics 365 Sales, Dynamics 365 Field Service;https://myignite.techcommunity.microsoft.com/sessions/81981;Session;https://medius.studios.ms/video/asset/PPT/IG19-BRK3240
Accelerating adoption and change management with expert best practices;https://medius.studios.ms/video/asset/HIGHMP4/IG19-BRK2317;;https://myignite.techcommunity.microsoft.com/sessions/83889;Customer Showcase;https://medius.studios.ms/video/asset/PPT/IG19-BRK2317
Accelerating deployment of Microsoft Information Protection solutions;https://medius.studios.ms/video/asset/HIGHMP4/IG19-SECI40;Microsoft 365 Information Protection, Microsoft 365;https://myignite.techcommunity.microsoft.com/sessions/81306;Session;
Accelerating natural language processing development with Azure Machine Learning;;Azure AI + Machine Learning, Azure;https://myignite.techcommunity.microsoft.com/sessions/84283;Hands-on Session;https://medius.studios.ms/video/asset/PPT/IG19-WRK3017
Accelerating recommendation system development with Azure Machine Learning;;Azure AI + Machine Learning, Azure;https://myignite.techcommunity.microsoft.com/sessions/84284;Hands-on Session;https://medius.studios.ms/video/asset/PPT/IG19-WRK3018
Accelerating your IT career;https://medius.studios.ms/video/asset/HIGHMP4/IG19-BRK1070;;https://myignite.techcommunity.microsoft.com/sessions/82942;Session;
Accelerating your journey from automated to autonomous systems: The Microsoft autonomous systems platform;https://medius.studios.ms/video/asset/HIGHMP4/IG19-BRK2200;;https://myignite.techcommunity.microsoft.com/sessions/84176;Session;
Accelerating your migrations to Microsoft Azure from on-premises and compete cloud platforms;https://medius.studios.ms/video/asset/HIGHMP4/IG19-THR2000;Azure Storage, Azure, Azure Compute, Azure Web, Azure Developer Tools, Azure Management and Governance, Azure Migration, Azure Databases;https://myignite.techcommunity.microsoft.com/sessions/78436;;https://medius.studios.ms/video/asset/PPT/IG19-THR2000
Accelerating your migrations to Microsoft Azure from on-premises and compete cloud platforms (Repeat);https://medius.studios.ms/video/asset/HIGHMP4/IG19-THR2000R;Azure Compute, Azure, Azure Databases, Azure Developer Tools, Azure Management and Governance, Azure Migration, Azure Storage, Azure Web;https://myignite.techcommunity.microsoft.com/sessions/89355;;https://medius.studios.ms/video/asset/PPT/IG19-THR2000R
